,Data_No,Differential_pressure,Flow_rate,Time,Dust_feed,Dust,RUL
9865,12,33.45631,59.1038973506928,28.0,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",75.70000000000003
9866,12,33.45631,59.0401069847064,28.1,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",75.65200000000003
9867,12,36.07856,58.6011519230037,28.2,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",75.56800000000001
9868,12,36.07856,59.1312484136872,28.3,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",75.51499999999999
9869,12,37.34447,59.090212572724,28.4,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",75.28899999999997
9870,12,37.25405,59.2270048735824,28.5,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",75.25299999999999
9871,12,38.70081,59.1312484136872,28.6,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",75.16500000000002
9872,12,39.0625,58.8316085232007,28.7,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",75.06200000000003
9873,12,39.0625,58.820629453855,28.8,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",74.97800000000001
9874,12,40.32841,58.9742770783731,28.9,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",74.85099999999997
9875,12,40.96137,59.0401069847064,29.0,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",74.81199999999998
9876,12,40.78053,59.1175636357184,29.1,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",74.70899999999999
9877,12,40.32841,58.9962203804842,29.2,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",74.52799999999999
9878,12,40.32841,59.2270048735824,29.3,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",74.428
9879,12,40.32841,59.2680407145456,29.4,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",74.35699999999999
9880,12,40.32841,59.051086054052,29.5,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",74.31699999999992
9881,12,40.32841,58.7218771760651,29.6,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",74.25899999999996
9882,12,40.96137,58.9632980090275,29.7,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",74.10999999999994
9883,12,40.41883,58.7877070823983,29.8,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",74.07799999999999
9884,12,41.0518,59.4184993004295,29.9,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",74.014
9885,12,41.0518,59.3364276185032,30.0,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",73.96399999999996
9886,12,40.96137,58.8645308946574,30.1,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",73.80099999999996
9887,12,40.96137,58.8974532661141,30.2,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",73.63299999999997
9888,12,40.96137,58.9084323354597,30.3,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",73.588
9889,12,42.22729,58.7767428496329,30.4,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",73.46599999999998
9890,12,42.31771,58.9084323354597,30.5,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",73.29400000000001
9891,12,42.22729,59.0401069847064,30.6,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",73.22700000000005
9892,12,40.96137,59.2543559365768,30.7,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",73.08800000000002
9893,12,42.22729,58.5243429473249,30.8,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",73.03200000000005
9894,12,42.22729,58.5901876902383,30.9,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",72.90500000000002
9895,12,43.4932,58.7218771760651,31.0,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",72.81399999999996
9896,12,42.49855,59.29539177754,31.1,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",72.71699999999998
9897,12,42.76982,59.2133200956136,31.2,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",72.60799999999993
9898,12,43.4932,59.5005709823559,31.3,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",72.58899999999996
9899,12,44.21658,59.2270048735824,31.4,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",72.49299999999995
9900,12,44.21658,59.2543559365768,31.5,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",72.30399999999997
9901,12,44.12616,59.090212572724,31.6,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",72.23800000000003
9902,12,44.12616,58.9084323354597,31.7,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",72.13400000000004
9903,12,45.39207,59.787803376155,31.8,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",71.95300000000006
9904,12,43.4932,59.3911482374351,31.9,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",71.97700000000005
9905,12,42.22729,59.1312484136872,32.0,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",71.82300000000001
9906,12,44.12616,59.3500939035288,32.1,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",71.76100000000005
9907,12,45.39207,59.4595351413927,32.2,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",71.51200000000004
9908,12,45.39207,59.051086054052,32.3,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",71.45500000000007
9909,12,44.12616,58.8425875925463,32.4,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",71.399
9910,12,42.22729,59.3227428405344,32.5,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",71.32299999999998
9911,12,42.22729,59.0401069847064,32.6,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",71.19399999999997
9912,12,41.0518,58.7438204781762,32.7,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",71.11099999999993
9913,12,42.13687,59.051086054052,32.8,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",71.01199999999993
9914,12,43.58363,59.2680407145456,32.9,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",70.67199999999997
9915,12,45.39207,59.6510295682399,33.0,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",70.57799999999999
9916,12,45.39207,59.4048145224607,33.1,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",70.45
9917,12,46.02503,59.0628615097296,33.2,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",70.41799999999998
9918,12,46.02503,59.3911482374351,33.3,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",70.35899999999997
9919,12,46.65799,59.7194164721974,33.4,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",70.142
9920,12,47.56221,59.1038973506928,33.5,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",70.10999999999999
9921,12,48.55686,59.0401069847064,33.6,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",70.01500000000001
9922,12,48.55686,59.0401069847064,33.7,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",69.93600000000004
9923,12,48.7377,59.0401069847064,33.8,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",69.93300000000004
9924,12,48.64728,58.7218771760651,33.9,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",69.81900000000007
9925,12,49.09939,59.3637786814975,34.0,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",69.73300000000006
9926,12,47.29094,59.3774634594664,34.1,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",69.68100000000004
9927,12,48.55686,59.0628615097296,34.2,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",69.65100000000001
9928,12,48.55686,59.0291427519409,34.3,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",69.598
9929,12,49.18981,58.7547847109416,34.4,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",69.42899999999997
9930,12,48.64728,59.6236785052455,34.5,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",69.39999999999996
9931,12,50.99826,58.5243429473249,34.6,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",69.31600000000002
9932,12,50.99826,58.6011519230037,34.7,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",69.20200000000004
9933,12,50.99826,58.6779757352628,34.8,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",69.18200000000007
9934,12,51.08869,59.1585994766816,34.9,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",68.96900000000007
9935,12,51.08869,59.0071846132497,35.0,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",68.66400000000004
9936,12,52.3546,59.4868862043871,35.1,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",68.48600000000002
9937,12,52.98756,59.5142372673815,35.2,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",68.39999999999998
9938,12,54.25347,58.7767428496329,35.3,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",68.37800000000001
9939,12,55.42896,59.4048145224607,35.4,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",68.27399999999999
9940,12,56.06192,59.1175636357184,35.5,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",68.24899999999998
9941,12,56.06192,59.4321840783983,35.6,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",68.13399999999997
9942,12,51.08869,59.0181636825953,35.7,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",67.95199999999997
9943,12,47.38137,59.5005709823559,35.8,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",67.90000000000002
9944,12,48.46644,59.1585994766816,35.9,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",67.79800000000003
9945,12,49.82277,59.0401069847064,36.0,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",67.772
9946,12,52.3546,59.5279220453503,36.1,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",67.65200000000002
9947,12,57.96079,59.29539177754,36.2,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",67.51799999999999
9948,12,60.94473,59.4732014264183,36.3,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",66.54399999999998
9949,12,62.39149,59.5689578863135,36.4,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",66.40599999999999
9950,12,60.40219,59.3774634594664,36.5,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",67.34699999999998
9951,12,62.39149,59.1859690326192,36.6,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",66.3
9952,12,66.09882,59.0071846132497,36.7,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",61.862000000000045
9953,12,67.99769,58.7108981067195,36.8,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",61.53400000000002
9954,12,71.16247,59.5963089493079,36.9,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",61.387000000000015
9955,12,72.97092,59.2817069995712,37.0,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",60.837000000000025
9956,12,74.23683,59.1038973506928,37.1,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",60.78300000000002
9957,12,76.1357,58.6450533638061,37.2,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",61.35700000000001
9958,12,78.03458,59.3364276185032,37.3,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",60.859000000000016
9959,12,80.56641,59.3500939035288,37.4,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",60.80000000000001
9960,12,81.19936,59.4732014264183,37.5,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",60.747000000000014
9961,12,82.46528,58.5353071800903,37.6,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",60.73499999999999
9962,12,83.09824,58.6779757352628,37.7,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",60.688999999999986
9963,12,82.37486,58.9742770783731,37.8,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",60.71200000000001
9964,12,82.46528,59.2543559365768,37.9,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",60.72000000000003
9965,12,82.46528,59.4321840783983,38.0,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",60.71500000000002
9966,12,82.46528,58.8425875925463,38.1,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",60.70000000000001
9967,12,82.46528,58.9193965682252,38.2,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",60.683
9968,12,81.19936,58.8096652210896,38.3,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",60.683000000000014
9969,12,81.19936,58.9413547069164,38.4,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",60.67400000000001
9970,12,81.19936,59.1585994766816,38.5,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",60.675
9971,12,81.19936,59.3911482374351,38.6,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",60.663000000000004
9972,12,81.19936,58.7438204781762,38.7,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",60.644
9973,12,79.30048,58.6889548046084,38.8,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",60.411000000000016
9974,12,78.03458,59.1996353176448,38.9,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",60.40900000000001
9975,12,78.03458,60.0750542628973,39.0,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",60.307000000000016
9976,12,80.56641,59.0291427519409,39.1,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",60.219000000000015
9977,12,81.19936,59.3227428405344,39.2,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",60.151000000000025
9978,12,83.09824,59.6510295682399,39.3,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",60.12300000000001
9979,12,83.00781,59.1996353176448,39.4,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",60.097
9980,12,84.27374,59.6510295682399,39.5,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",60.083999999999996
9981,12,84.36415,58.820629453855,39.6,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",60.07200000000001
9982,12,85.63007,59.4732014264183,39.7,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",60.031000000000006
9983,12,84.36415,58.8316085232007,39.8,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",60.041000000000004
9984,12,84.36415,58.6669966659171,39.9,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",60.00500000000001
9985,12,85.63007,58.8096652210896,40.0,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",60.00000000000001
9986,12,84.36415,58.8316085232007,40.1,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",59.98700000000001
9987,12,86.26302,59.240671158608,40.2,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",59.74200000000002
9988,12,84.36415,58.9962203804842,40.3,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",59.704000000000015
9989,12,85.63007,59.1996353176448,40.4,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",59.654999999999994
9990,12,85.44922,58.5792086208926,40.5,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",59.65099999999998
9991,12,86.26302,58.8316085232007,40.6,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",57.933
9992,12,88.16189,59.1722842546504,40.7,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",57.59700000000001
9993,12,88.16189,59.6099937272767,40.8,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",57.59300000000002
9994,12,88.07147,59.3090580625656,40.9,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",57.63600000000001
9995,12,88.07147,59.4732014264183,41.0,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",57.62900000000001
9996,12,89.33739,59.3637786814975,41.1,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",55.972000000000016
9997,12,90.60329,59.1312484136872,41.2,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",55.68400000000003
9998,12,89.87992,58.9303756375708,41.3,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",55.86500000000003
9999,12,89.60866,58.8425875925463,41.4,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",55.817000000000014
10000,12,90.60329,58.7108981067195,41.5,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",55.62800000000003
10001,12,92.50217,58.6011519230037,41.6,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",54.64600000000003
10002,12,91.23625,59.1996353176448,41.7,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",54.98800000000003
10003,12,92.59259,59.1038973506928,41.8,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",54.86700000000003
10004,12,93.13512,59.0291427519409,41.9,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",54.57700000000004
10005,12,94.40105,59.29539177754,42.0,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",54.315000000000026
10006,12,94.40105,59.240671158608,42.1,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",54.297000000000025
10007,12,94.40105,58.7438204781762,42.2,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",54.29200000000002
10008,12,94.40105,58.5901876902383,42.3,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",54.29000000000003
10009,12,90.60329,58.6889548046084,42.4,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",55.80700000000004
10010,12,91.23625,59.3090580625656,42.5,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",54.954000000000036
10011,12,92.50217,59.8151729320926,42.6,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",54.785000000000046
10012,12,93.13512,59.992982580971,42.7,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",53.74100000000003
10013,12,93.13512,59.2270048735824,42.8,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",53.73700000000004
10014,12,93.13512,58.9413547069164,42.9,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",53.45300000000002
10015,12,93.13512,59.144933191656,43.0,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",53.429000000000016
10016,12,93.0447,58.8645308946574,43.1,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",53.40900000000001
10017,12,86.26302,58.6999190373738,43.2,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",56.43100000000002
10018,12,86.26302,59.1722842546504,43.3,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",56.41800000000001
10019,12,87.52894,58.9084323354597,43.4,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",56.259000000000015
10020,12,90.24161,58.820629453855,43.5,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",54.52800000000003
10021,12,92.86386,59.6099937272767,43.6,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",53.24600000000001
10022,12,96.29991,59.3911482374351,43.7,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",52.73200000000003
10023,12,99.4647,59.0071846132497,43.8,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",52.684000000000026
10024,12,101.3636,59.8288392171182,43.9,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",52.58500000000003
10025,12,102.6295,59.6099937272767,44.0,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",52.571000000000005
10026,12,104.5284,59.5416068233191,44.1,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",52.53500000000002
10027,12,106.4272,59.3227428405344,44.2,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",52.397
10028,12,106.4272,58.9523189396819,44.3,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",52.144
10029,12,106.4272,58.9852413111386,44.4,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",52.065
10030,12,106.4272,59.6236785052455,44.5,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",52.035999999999994
10031,12,107.6931,59.9109108990446,44.6,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",52.01000000000002
10032,12,108.3261,59.4321840783983,44.7,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",51.96799999999998
10033,12,110.1345,59.5416068233191,44.8,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",51.95400000000001
10034,12,110.1345,58.8425875925463,44.9,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",51.910999999999994
10035,12,110.1345,59.2270048735824,45.0,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",51.88499999999999
10036,12,107.6931,59.5279220453503,45.1,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",51.894000000000005
10037,12,108.3261,59.2543559365768,45.2,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",51.78
10038,12,108.3261,59.2133200956136,45.3,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",51.71500000000001
10039,12,108.3261,59.090212572724,45.4,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",51.51300000000001
10040,12,109.5016,59.0401069847064,45.5,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",51.01299999999999
10041,12,109.9537,58.8316085232007,45.6,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",50.88200000000002
10042,12,110.1345,58.7877070823983,45.7,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",51.044000000000004
10043,12,111.4909,58.5023848086336,45.8,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",51.238
10044,12,112.6664,59.1585994766816,45.9,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",51.15800000000001
10045,12,113.1185,59.1038973506928,46.0,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",51.117000000000004
10046,12,113.661,59.0291427519409,46.1,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",50.97100000000003
10047,12,114.5652,58.7438204781762,46.2,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",51.07
10048,12,115.1982,59.090212572724,46.3,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",50.923
10049,12,115.1982,59.1996353176448,46.4,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",50.56100000000001
10050,12,115.1982,59.3227428405344,46.5,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",50.548
10051,12,115.1982,58.6779757352628,46.6,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",50.439000000000014
10052,12,115.1982,58.9084323354597,46.7,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",50.81099999999999
10053,12,115.1982,58.9852413111386,46.8,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",50.99
10054,12,115.1982,58.7547847109416,46.9,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",51.11200000000001
10055,12,115.1982,59.0181636825953,47.0,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",51.40600000000001
10056,12,115.1982,59.1038973506928,47.1,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",51.38500000000003
10057,12,114.5652,59.1722842546504,47.2,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",51.60400000000002
10058,12,113.2993,58.9962203804842,47.3,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",51.58300000000002
10059,12,105.1613,58.798686151744,47.4,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",51.97700000000002
10060,12,106.4272,59.1996353176448,47.5,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",51.84600000000001
10061,12,110.225,58.8096652210896,47.6,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",51.053999999999995
10062,12,115.1982,59.8288392171182,47.7,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",51.29999999999999
10063,12,121.4374,59.1722842546504,47.8,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",47.724
10064,12,125.2351,59.3364276185032,47.9,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",46.44000000000001
10065,12,129.6658,59.0071846132497,48.0,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",43.771000000000015
10066,12,131.5647,59.5826426642823,48.1,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",44.05300000000001
10067,12,133.2827,59.3227428405344,48.2,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",43.79900000000001
10068,12,136.5379,59.4184993004295,48.3,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",43.849
10069,12,137.8038,59.3364276185032,48.4,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",43.798
10070,12,139.2506,59.1722842546504,48.5,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",43.935
10071,12,140.0644,59.2133200956136,48.6,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",43.93
10072,12,140.4261,58.5023848086336,48.7,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",43.933
10073,12,140.4261,58.8974532661141,48.8,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",43.92100000000001
10074,12,139.7931,59.1859690326192,48.9,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",43.906000000000006
10075,12,139.7931,58.6889548046084,49.0,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",43.909000000000006
10076,12,139.7931,59.144933191656,49.1,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",43.90700000000001
10077,12,139.7931,59.0401069847064,49.2,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",43.89
10078,12,141.692,58.568229551547,49.3,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",43.975
10079,12,142.3249,59.4868862043871,49.4,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",45.378
10080,12,142.3249,59.1859690326192,49.5,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",46.26200000000001
10081,12,143.5909,59.8014881541238,49.6,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",47.52599999999998
10082,12,144.8568,59.1996353176448,49.7,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",48.222
10083,12,143.5909,58.9084323354597,49.8,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",48.326
10084,12,142.3249,59.2543559365768,49.9,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",48.407
10085,12,144.8568,59.6099937272767,50.0,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",48.31100000000001
10086,12,144.8568,58.4804415065225,50.1,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",49.286
10087,12,144.8568,58.5901876902383,50.2,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",49.486999999999995
10088,12,140.4261,59.1996353176448,50.3,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",50.08999999999999
10089,12,141.7824,58.8096652210896,50.4,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",49.88099999999999
10090,12,143.5909,58.4804415065225,50.5,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",49.78799999999999
10091,12,145.4897,58.7438204781762,50.6,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",49.786
10092,12,147.3886,59.0291427519409,50.7,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",49.746
10093,12,149.9204,59.1859690326192,50.8,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",49.647
10094,12,151.8193,59.090212572724,50.9,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",49.463
10095,12,151.8193,58.5901876902383,51.0,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",49.562
10096,12,151.3672,58.7767428496329,51.1,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",49.56100000000001
10097,12,150.5534,58.820629453855,51.2,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",49.550999999999995
10098,12,150.5534,58.8974532661141,51.3,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",49.549
10099,12,155.9787,58.8096652210896,51.4,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",49.457
10100,12,157.0638,59.144933191656,51.5,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",49.406000000000006
10101,12,157.4255,59.2817069995712,51.6,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",49.402
10102,12,158.6914,58.5462862494359,51.7,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",49.317
10103,12,158.6914,59.0291427519409,51.8,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",49.303999999999995
10104,12,160.4998,59.1722842546504,51.9,158.492532559515,"ISO 12103-1, A3 Medium Test Dust",48.49799999999999
